/University,of,New,Hampshire-,Coastal,Ocean,Observing,Center,,,,,,,,,,,
2009,49,50447,42.9939,-70.4174,106,8.9,4.319,32.419,1018.5,419.548768,416.585891,-9999,-9999,25,,,,
2009,49,50467,42.9935,-70.4153,105,8.9,4.32,32.425,1018.5,419.598528,416.631862,-9999,-9999,25,,,,
2009,49,50487,42.993,-70.4133,108,8.9,4.319,32.404,1018.5,419.665725,416.697218,-9999,-9999,25,,,,
2009,49,50507,42.9925,-70.4112,107,8.9,4.314,32.426,1018.5,419.582143,416.607106,-9999,-9999,25,,,,
2009,49,50527,42.992,-70.4091,107,8.9,4.311,32.432,1018.5,419.715541,416.739634,-9999,-9999,25,,,,
2009,49,50547,42.9915,-70.407,109,8.9,4.312,32.436,1018.5,419.563479,416.593577,-9999,-9999,25,,,,
2009,49,50567,42.991,-70.405,112,8.9,4.331,32.437,1018.5,419.723048,416.738621,-9999,-9999,25,,,,
2009,49,50587,42.9904,-70.403,111,8.8,4.338,32.415,1018.5,420.091679,417.111049,-9999,-9999,25,,,,
2009,49,50607,42.9898,-70.4009,111,8.9,4.345,32.419,1018.4,420.556554,417.559751,-9999,-9999,25,,,,
2009,49,50627,42.9892,-70.3989,112,8.9,4.336,32.428,1018.5,421.053775,418.060172,-9999,-9999,25,,,,
2009,49,50647,42.9886,-70.3969,112,8.9,4.34,32.433,1018.4,421.466473,418.464053,-9999,-9999,25,,,,
2009,49,50667,42.988,-70.3948,111,8.9,4.345,32.434,1018.5,421.807972,418.810284,-9999,-9999,25,,,,
2009,49,50687,42.9874,-70.3928,110,8.9,4.349,32.43,1018.4,422.087305,419.078912,-9999,-9999,25,,,,
2009,49,50707,42.9869,-70.3907,106,8.9,4.356,32.444,1018.5,422.350285,419.340067,-9999,-9999,25,,,,
2009,49,50727,42.9864,-70.3887,103,8.9,4.364,32.451,1018.4,422.605791,419.5863,-9999,-9999,25,,,,
2009,49,50747,42.986,-70.3865,107,8.9,4.372,32.455,1018.4,422.848996,419.830737,-9999,-9999,25,,,,
2009,49,50767,42.9855,-70.3845,110,8.8,4.389,32.439,1018.5,423.160682,420.146121,-9999,-9999,25,,,,
2009,49,50787,42.985,-70.3824,107,8.9,4.404,32.444,1018.5,423.737981,420.717999,-9999,-9999,25,,,,
2009,49,50807,42.9845,-70.3803,108,8.9,4.419,32.437,1018.4,424.272009,421.227994,-9999,-9999,25,,,,
2009,49,50827,42.984,-70.3783,108,8.9,4.424,32.429,1018.5,424.946766,421.907432,-9999,-9999,25,,,,
2009,49,50847,42.9835,-70.3762,108,8.8,4.424,32.451,1018.5,425.313452,422.272134,-9999,-9999,25,,,,
2009,49,50867,42.983,-70.3741,107,8.9,4.431,32.435,1018.5,425.904667,422.86909,-9999,-9999,25,,,,
2009,49,50887,42.9826,-70.372,105,8.9,4.436,32.432,1018.5,426.322935,423.273469,-9999,-9999,25,,,,
2009,49,50907,42.982,-70.37,113,8.9,4.439,32.443,1018.5,426.528993,423.480407,-9999,-9999,25,,,,
2009,49,50927,42.9814,-70.3679,107,8.9,4.464,32.449,1018.5,426.949686,423.898202,-9999,-9999,25,,,,
2009,49,50947,42.981,-70.3659,106,8.8,4.466,32.437,1018.5,427.473292,424.417842,-9999,-9999,25,,,,
2009,49,50967,42.9805,-70.3638,106,8.7,4.463,32.46,1018.5,428.146922,425.105605,-9999,-9999,25,,,,
2009,49,50987,42.9801,-70.3617,106,8.8,4.51,32.485,1018.5,428.904072,425.851859,-9999,-9999,25,,,,
2009,49,51007,42.9796,-70.3597,105,8.8,4.583,32.491,1018.6,429.677089,426.608141,-9999,-9999,25,,,,
2009,49,51027,42.9792,-70.3576,105,8.8,4.625,32.499,1018.6,431.036589,427.952965,-9999,-9999,25,,,,
2009,49,51047,42.9788,-70.3555,105,8.8,4.649,32.502,1018.6,433.976946,430.871163,-9999,-9999,25,,,,
2009,49,51067,42.9783,-70.3534,107,8.8,4.662,32.497,1018.6,437.048848,433.911906,-9999,-9999,25,,,,
2009,49,51087,42.9779,-70.3514,106,8.7,4.667,32.485,1018.6,439.79564,436.63799,-9999,-9999,25,,,,
2009,49,51107,42.9774,-70.3493,107,8.8,4.666,32.49,1018.6,441.806559,438.638471,-9999,-9999,25,,,,
2009,49,51127,42.9769,-70.3473,108,8.8,4.651,32.492,1018.6,443.339945,440.172656,-9999,-9999,25,,,,
2009,49,51147,42.9764,-70.3452,107,8.7,4.646,32.48,1018.6,444.403245,441.235423,-9999,-9999,25,,,,
2009,49,51167,42.9759,-70.3432,109,8.8,4.639,32.491,1018.6,445.151765,441.973321,-9999,-9999,25,,,,
2009,49,51187,42.9754,-70.3411,108,8.7,4.64,32.484,1018.6,445.657731,442.475677,-9999,-9999,25,,,,
2009,49,51207,42.9749,-70.3391,109,8.7,4.668,32.458,1018.6,445.970154,442.77875,-9999,-9999,25,,,,
2009,49,51227,42.9744,-70.3371,109,8.8,4.638,32.476,1018.6,446.043903,442.865739,-9999,-9999,25,,,,
2009,49,51247,42.9739,-70.335,108,8.8,4.642,32.496,1018.6,446.290835,443.108143,-9999,-9999,25,,,,
2009,49,51267,42.9733,-70.333,108,8.8,4.646,32.494,1018.6,446.626725,443.440315,-9999,-9999,25,,,,
2009,49,51287,42.9728,-70.3309,109,8.8,4.644,32.491,1018.6,446.642182,443.440528,-9999,-9999,25,,,,
2009,49,51307,42.9723,-70.3289,109,8.8,4.642,32.477,1018.6,446.740758,443.548149,-9999,-9999,25,,,,
2009,49,51327,42.9718,-70.3268,107,8.9,4.627,32.474,1018.6,446.698313,443.510824,-9999,-9999,25,,,,
2009,49,51347,42.9713,-70.3248,107,8.8,4.62,32.476,1018.6,446.607482,443.421204,-9999,-9999,25,,,,
2009,49,51367,42.9708,-70.3227,107,8.8,4.617,32.472,1018.6,446.382338,443.200815,-9999,-9999,25,,,,
2009,49,51387,42.9703,-70.3206,107,8.8,4.611,32.474,1018.6,446.056704,442.87001,-9999,-9999,25,,,,
2009,49,51407,42.9699,-70.3186,105,8.8,4.603,32.472,1018.6,445.806664,442.622867,-9999,-9999,25,,,,
2009,49,51427,42.9695,-70.3165,105,8.8,4.601,32.474,1018.6,445.434815,442.248002,-9999,-9999,25,,,,
2009,49,51447,42.969,-70.3144,105,8.9,4.596,32.477,1018.6,445.00691,441.823393,-9999,-9999,25,,,,
2009,49,51467,42.9686,-70.3123,104,8.8,4.591,32.477,1018.6,444.543466,441.372595,-9999,-9999,25,,,,
2009,49,51487,42.9682,-70.3102,105,8.9,4.588,32.479,1018.6,444.170517,441.00228,-9999,-9999,25,,,,
2009,49,51507,42.9678,-70.3081,106,8.8,4.585,32.479,1018.5,444.13336,440.955719,-9999,-9999,25,,,,
2009,49,51527,42.9673,-70.306,105,8.8,4.589,32.466,1018.6,443.679203,440.5096,-9999,-9999,25,,,,
2009,49,51547,42.9668,-70.3039,108,8.9,4.583,32.467,1018.6,443.330168,440.163834,-9999,-9999,25,,,,
2009,49,51567,42.9663,-70.3019,109,8.9,4.574,32.474,1018.5,442.907256,439.739554,-9999,-9999,25,,,,
2009,49,51587,42.9658,-70.2998,106,8.8,4.561,32.475,1018.5,442.581788,439.411241,-9999,-9999,25,,,,
2009,49,51607,42.9653,-70.2977,106,8.8,4.55,32.474,1018.6,442.287875,439.139983,-9999,-9999,25,,,,
2009,49,51627,42.9649,-70.2957,108,8.9,4.551,32.466,1018.6,441.833116,438.689213,-9999,-9999,25,,,,
2009,49,51647,42.9644,-70.2936,107,8.8,4.54,32.467,1018.6,441.37621,438.242994,-9999,-9999,25,,,,
2009,49,51667,42.9639,-70.2915,108,8.9,4.535,32.467,1018.6,440.623414,437.503819,-9999,-9999,25,,,,
2009,49,51687,42.9633,-70.2895,110,8.9,4.537,32.467,1018.6,439.877109,436.762822,-9999,-9999,25,,,,
2009,49,51707,42.9628,-70.2874,108,8.9,4.53,32.466,1018.6,439.298318,436.183433,-9999,-9999,25,,,,
2009,49,51727,42.9623,-70.2853,107,8.9,4.522,32.474,1018.6,438.847975,435.744013,-9999,-9999,25,,,,
2009,49,51747,42.9618,-70.2832,108,8.9,4.522,32.468,1018.6,438.464749,435.351695,-9999,-9999,25,,,,
2009,49,51767,42.9613,-70.2811,108,9,4.513,32.464,1018.6,438.042352,434.937283,-9999,-9999,25,,,,
2009,49,51787,42.9608,-70.279,108,8.9,4.511,32.475,1018.6,437.766938,434.678041,-9999,-9999,25,,,,
2009,49,51807,42.9602,-70.2769,109,9,4.515,32.489,1018.6,437.470163,434.362795,-9999,-9999,25,,,,
2009,49,51827,42.9597,-70.2749,108,9,4.534,32.484,1018.6,437.153404,434.043932,-9999,-9999,25,,,,
2009,49,51847,42.9592,-70.2728,107,9,4.544,32.47,1018.6,436.901747,433.797134,-9999,-9999,25,,,,
2009,49,51867,42.9587,-70.2707,108,9,4.542,32.48,1018.6,436.984024,433.882379,-9999,-9999,25,,,,
2009,49,51887,42.9582,-70.2686,108,8.9,4.56,32.484,1018.6,437.405594,434.305892,-9999,-9999,25,,,,
2009,49,51907,42.9577,-70.2665,109,8.9,4.555,32.474,1018.6,437.556852,434.461549,-9999,-9999,25,,,,
2009,49,51927,42.9572,-70.2644,107,9,4.568,32.472,1018.6,437.767229,434.673277,-9999,-9999,25,,,,
2009,49,51947,42.9567,-70.2623,108,8.9,4.585,32.486,1018.6,438.139703,435.040786,-9999,-9999,25,,,,
2009,49,51967,42.9562,-70.2602,108,8.9,4.6,32.474,1018.6,438.335129,435.229562,-9999,-9999,25,,,,
2009,49,51987,42.9557,-70.2582,107,8.9,4.607,32.475,1018.6,439.077783,435.964344,-9999,-9999,25,,,,
2009,49,52007,42.9552,-70.2561,107,8.9,4.626,32.478,1018.6,439.966461,436.839052,-9999,-9999,25,,,,
2009,49,52027,42.9547,-70.254,107,8.9,4.64,32.471,1018.6,440.914335,437.778923,-9999,-9999,25,,,,
2009,49,52047,42.9542,-70.2519,107,8.8,4.646,32.474,1018.6,441.826067,438.675907,-9999,-9999,25,,,,
2009,49,52067,42.9538,-70.2498,107,8.8,4.65,32.477,1018.6,442.567752,439.418091,-9999,-9999,25,,,,
2009,49,52087,42.9533,-70.2478,108,8.9,4.68,32.488,1018.6,443.180842,440.028338,-9999,-9999,25,,,,
2009,49,52107,42.9528,-70.2457,107,8.9,4.735,32.496,1018.6,443.840507,440.67478,-9999,-9999,25,,,,
2009,49,52127,42.9522,-70.2436,108,8.9,4.78,32.493,1018.6,444.918192,441.720134,-9999,-9999,25,,,,
2009,49,52147,42.9517,-70.2415,108,8.9,4.804,32.495,1018.6,446.867577,443.650182,-9999,-9999,25,,,,
2009,49,52167,42.9512,-70.2394,107,8.9,4.826,32.49,1018.6,449.497647,446.24677,-9999,-9999,25,,,,
2009,49,52187,42.9508,-70.2374,106,8.9,4.833,32.493,1018.6,451.667509,448.4006,-9999,-9999,25,,,,
2009,49,52207,42.9503,-70.2353,107,8.9,4.845,32.488,1018.6,453.467534,450.18609,-9999,-9999,25,,,,
2009,49,52227,42.9498,-70.2332,108,8.9,4.82,32.473,1018.6,454.733178,451.449111,-9999,-9999,25,,,,
2009,49,52247,42.9493,-70.2311,108,8.9,4.798,32.483,1018.5,455.550517,452.239725,-9999,-9999,25,,,,
2009,49,52267,42.9488,-70.229,109,8.9,4.776,32.485,1018.5,455.647577,452.327644,-9999,-9999,25,,,,
2009,49,52287,42.9482,-70.227,108,8.9,4.763,32.479,1018.5,454.860391,451.563364,-9999,-9999,25,,,,
2009,49,52307,42.9477,-70.2249,109,9,4.748,32.471,1018.5,453.903353,450.607273,-9999,-9999,25,,,,
2009,49,52327,42.9472,-70.2228,108,8.9,4.729,32.471,1018.5,452.674156,449.397502,-9999,-9999,25,,,,
2009,49,52347,42.9467,-70.2207,110,8.9,4.724,32.466,1018.5,451.659522,448.390687,-9999,-9999,25,,,,
2009,49,52367,42.9462,-70.2186,108,9,4.767,32.465,1018.5,450.636015,447.367637,-9999,-9999,25,,,,
2009,49,52387,42.9457,-70.2165,107,8.9,4.774,32.456,1018.5,449.866005,446.602714,-9999,-9999,25,,,,
2009,49,52407,42.9452,-70.2144,106,8.9,4.79,32.482,1018.6,449.893171,446.62796,-9999,-9999,25,,,,
2009,49,52427,42.9447,-70.2123,106,8.9,4.797,32.501,1018.5,450.816744,447.541339,-9999,-9999,25,,,,
2009,49,52447,42.9442,-70.2102,106,8.9,4.793,32.524,1018.6,451.812962,448.53755,-9999,-9999,25,,,,
2009,49,52467,42.9438,-70.2081,105,8.9,4.792,32.528,1018.6,452.626045,449.342035,-9999,-9999,25,,,,
2009,49,52487,42.9434,-70.206,105,9,4.788,32.51,1018.6,453.060087,449.791377,-9999,-9999,25,,,,
2009,49,52507,42.9429,-70.2039,106,9,4.779,32.503,1018.6,453.572507,450.293844,-9999,-9999,25,,,,
2009,49,52527,42.9425,-70.2018,105,8.9,4.764,32.491,1018.6,453.925016,450.654114,-9999,-9999,25,,,,
2009,49,52547,42.942,-70.1997,106,8.9,4.76,32.498,1018.6,453.779766,450.515708,-9999,-9999,25,,,,
2009,49,52567,42.9416,-70.1976,105,8.9,4.781,32.488,1018.6,453.586598,450.325611,-9999,-9999,25,,,,
2009,49,52587,42.9411,-70.1954,106,8.9,4.764,32.485,1018.6,452.81355,449.556357,-9999,-9999,25,,,,
2009,49,52607,42.9407,-70.1933,106,8.9,4.765,32.487,1018.6,452.506053,449.253998,-9999,-9999,25,,,,
2009,49,52627,42.9402,-70.1912,107,8.9,4.76,32.482,1018.6,452.206063,448.970558,-9999,-9999,25,,,,
2009,49,52647,42.9397,-70.1891,108,8.9,4.764,32.497,1018.7,451.859563,448.634456,-9999,-9999,25,,,,
2009,49,52667,42.9392,-70.1871,109,8.9,4.782,32.492,1018.6,451.746053,448.503831,-9999,-9999,25,,,,
2009,49,52687,42.9387,-70.185,109,8.8,4.795,32.489,1018.6,451.613275,448.37477,-9999,-9999,25,,,,
2009,49,52707,42.9382,-70.183,107,8.8,4.809,32.503,1018.7,451.768972,448.5433,-9999,-9999,25,,,,
2009,49,52727,42.9377,-70.1809,108,8.9,4.838,32.527,1018.7,452.262737,449.015581,-9999,-9999,25,,,,
2009,49,52747,42.9371,-70.1789,110,8.9,4.849,32.518,1018.6,452.995451,449.735919,-9999,-9999,25,,,,
2009,49,52767,42.9365,-70.1768,111,8.8,4.903,32.526,1018.6,453.893319,450.60479,-9999,-9999,25,,,,
2009,49,52787,42.936,-70.1748,109,8.9,4.874,32.5,1018.6,455.307924,452.025686,-9999,-9999,25,,,,
2009,49,52807,42.9354,-70.1728,111,8.9,4.86,32.523,1018.7,456.436303,453.156332,-9999,-9999,25,,,,
2009,49,52827,42.9348,-70.1707,110,8.9,4.858,32.526,1018.7,457.49685,454.219972,-9999,-9999,25,,,,
2009,49,52847,42.9343,-70.1687,107,8.8,4.862,32.525,1018.7,457.779381,454.506994,-9999,-9999,25,,,,
2009,49,52867,42.9338,-70.1666,105,8.9,4.862,32.517,1018.7,458.100311,454.820128,-9999,-9999,25,,,,
2009,49,52887,42.9334,-70.1645,105,8.9,4.86,32.524,1018.7,458.294851,455.016281,-9999,-9999,25,,,,
2009,49,52907,42.933,-70.1624,106,8.9,4.86,32.529,1018.7,458.458563,455.183543,-9999,-9999,25,,,,
2009,49,52927,42.9325,-70.1603,107,8.9,4.853,32.526,1018.7,458.764109,455.492962,-9999,-9999,25,,,,
2009,49,52947,42.932,-70.1582,106,8.9,4.849,32.524,1018.7,458.795139,455.516007,-9999,-9999,25,,,,
2009,49,52967,42.9315,-70.1561,107,8.9,4.837,32.511,1018.7,458.824337,455.553179,-9999,-9999,25,,,,
2009,49,52987,42.931,-70.154,107,8.9,4.821,32.51,1018.7,458.520023,455.238189,-9999,-9999,25,,,,
2009,49,53007,42.9305,-70.1519,107,8.9,4.82,32.512,1018.7,457.985966,454.704505,-9999,-9999,25,,,,
2009,49,53027,42.9301,-70.1498,107,8.8,4.818,32.503,1018.7,457.423924,454.168154,-9999,-9999,25,,,,
2009,49,53047,42.9296,-70.1478,107,8.8,4.796,32.507,1018.7,456.826421,453.590277,-9999,-9999,25,,,,
2009,49,53067,42.9291,-70.1457,108,8.9,4.786,32.506,1018.7,456.595295,453.365182,-9999,-9999,25,,,,
2009,49,53087,42.9286,-70.1436,107,8.8,4.778,32.497,1018.7,455.926256,452.698648,-9999,-9999,25,,,,
2009,49,53107,42.9281,-70.1416,108,8.9,4.757,32.496,1018.7,454.956543,451.743903,-9999,-9999,25,,,,
2009,49,53127,42.9276,-70.1395,106,8.9,4.755,32.484,1018.7,454.315384,451.10391,-9999,-9999,25,,,,
2009,49,53147,42.9271,-70.1374,108,8.9,4.729,32.48,1018.8,453.16694,449.98413,-9999,-9999,25,,,,
2009,49,53167,42.9266,-70.1354,109,8.8,4.714,32.487,1018.7,452.08336,448.900141,-9999,-9999,25,,,,
2009,49,53187,42.9261,-70.1333,109,8.8,4.699,32.483,1018.7,451.049464,447.883886,-9999,-9999,25,,,,
2009,49,53207,42.9256,-70.1312,108,8.9,4.684,32.473,1018.7,449.904466,446.750933,-9999,-9999,25,,,,
2009,49,53227,42.9251,-70.1292,107,8.8,4.672,32.466,1018.7,448.568287,445.426939,-9999,-9999,25,,,,
2009,49,53247,42.9246,-70.1271,108,8.9,4.674,32.474,1018.7,447.36521,444.231652,-9999,-9999,25,,,,
2009,49,53267,42.9241,-70.125,108,8.9,4.671,32.464,1018.8,445.893317,442.790847,-9999,-9999,25,,,,
2009,49,53287,42.9236,-70.123,108,8.9,4.668,32.469,1018.8,444.895818,441.793058,-9999,-9999,25,,,,
2009,49,53307,42.923,-70.1209,108,8.9,4.669,32.471,1018.8,444.155734,441.063615,-9999,-9999,25,,,,
2009,49,53327,42.9226,-70.1188,107,8.9,4.671,32.478,1018.8,443.376318,440.289573,-9999,-9999,-9999,,,,
2009,49,53347,42.9221,-70.1167,107,8.9,4.67,32.475,1018.8,442.926736,439.838666,-9999,-9999,-9999,,,,
2009,49,53367,42.9216,-70.1146,107,8.9,4.679,32.474,1018.8,442.616486,439.523747,-9999,-9999,-9999,,,,
2009,49,53387,42.9211,-70.1125,107,9,4.67,32.45,1018.8,442.311298,439.234892,-9999,-9999,-9999,,,,
2009,49,53407,42.9206,-70.1104,107,8.9,4.671,32.466,1018.8,441.878265,438.796438,-9999,-9999,-9999,,,,
2009,49,53427,42.9201,-70.1083,107,9,4.676,32.47,1018.8,441.928011,438.841266,-9999,-9999,-9999,,,,
2009,49,53447,42.9196,-70.1062,107,9,4.685,32.472,1018.7,441.696036,438.599616,-9999,-9999,-9999,,,,
2009,49,53467,42.9191,-70.1041,107,8.9,4.687,32.469,1018.7,441.713084,438.611495,-9999,-9999,-9999,,,,
2009,49,53487,42.9186,-70.102,108,8.9,4.693,32.469,1018.7,441.875412,438.765801,-9999,-9999,-9999,,,,
2009,49,53507,42.9182,-70.0999,107,9,4.704,32.477,1018.7,442.074897,438.946439,-9999,-9999,-9999,,,,
2009,49,53527,42.9177,-70.0979,107,8.9,4.713,32.466,1018.7,442.262505,439.126079,-9999,-9999,-9999,,,,
2009,49,53547,42.9172,-70.0957,107,9,4.671,32.442,1018.7,442.770698,439.639997,-9999,-9999,-9999,,,,
2009,49,53567,42.9167,-70.0937,107,9,4.647,32.455,1018.7,442.831832,439.714938,-9999,-9999,-9999,,,,
2009,49,53587,42.9162,-70.0916,107,8.9,4.641,32.466,1018.7,442.79536,439.682222,-9999,-9999,-9999,,,,
2009,49,53607,42.9157,-70.0895,107,8.9,4.634,32.472,1018.7,441.860611,438.755005,-9999,-9999,-9999,,,,
2009,49,53627,42.9152,-70.0874,107,8.9,4.664,32.457,1018.7,441.235349,438.122952,-9999,-9999,-9999,,,,
2009,49,53647,42.9147,-70.0853,107,8.9,4.64,32.439,1018.7,440.666137,437.555907,-9999,-9999,-9999,,,,
2009,49,53667,42.9142,-70.0832,108,8.9,4.636,32.457,1018.6,440.224612,437.104037,-9999,-9999,-9999,,,,
2009,49,53687,42.9137,-70.0811,107,9,4.634,32.461,1018.7,439.947253,436.837486,-9999,-9999,-9999,,,,
2009,49,53707,42.9132,-70.079,108,8.9,4.627,32.46,1018.7,439.760189,436.651233,-9999,-9999,-9999,,,,
2009,49,53727,42.9127,-70.0769,107,9,4.632,32.462,1018.6,439.503513,436.390821,-9999,-9999,-9999,,,,
2009,49,53747,42.9122,-70.0748,107,8.9,4.63,32.472,1018.6,439.485989,436.355397,-9999,-9999,-9999,,,,
2009,49,53767,42.9117,-70.0727,108,8.9,4.631,32.48,1018.6,439.191136,436.049275,-9999,-9999,-9999,,,,
2009,49,53787,42.9112,-70.0706,107,8.9,4.648,32.479,1018.6,439.253242,436.117309,-9999,-9999,-9999,,,,
2009,49,53807,42.9107,-70.0686,108,8.9,4.656,32.493,1018.6,439.481055,436.341349,-9999,-9999,-9999,,,,
2009,49,53827,42.9102,-70.0665,108,9,4.694,32.509,1018.6,440.07903,436.920512,-9999,-9999,-9999,,,,
2009,49,53847,42.9097,-70.0644,108,9,4.725,32.511,1018.6,440.854854,437.682018,-9999,-9999,-9999,,,,
2009,49,53867,42.9092,-70.0623,106,8.9,4.762,32.503,1018.6,442.321095,439.126135,-9999,-9999,-9999,,,,
2009,49,53887,42.9087,-70.0602,108,8.9,4.794,32.521,1018.5,444.609249,441.37814,-9999,-9999,-9999,,,,
2009,49,53907,42.9082,-70.0581,106,8.9,4.828,32.528,1018.5,446.977997,443.723451,-9999,-9999,-9999,,,,
2009,49,53927,42.9078,-70.056,107,8.9,4.852,32.508,1018.5,449.235281,445.942404,-9999,-9999,-9999,,,,
2009,49,53947,42.9073,-70.0539,106,9,4.855,32.519,1018.5,451.220241,447.888345,-9999,-9999,-9999,,,,
2009,49,53967,42.9068,-70.0518,105,9,4.864,32.524,1018.5,453.33725,449.9852,-9999,-9999,-9999,,,,
2009,49,53987,42.9064,-70.0497,105,8.9,4.861,32.507,1018.5,454.617107,451.267347,-9999,-9999,-9999,,,,
2009,49,54007,42.9059,-70.0475,106,8.9,4.863,32.525,1018.4,455.877727,452.503878,-9999,-9999,-9999,,,,
2009,49,54027,42.9055,-70.0454,106,9,4.88,32.537,1018.5,456.610503,453.233614,-9999,-9999,-9999,,,,
2009,49,54047,42.905,-70.0433,109,9,4.903,32.547,1018.5,456.992008,453.619553,-9999,-9999,-9999,,,,
2009,49,54067,42.9044,-70.0413,109,9,4.919,32.549,1018.5,457.71831,454.329996,-9999,-9999,-9999,,,,
2009,49,54087,42.9039,-70.0392,111,9,4.928,32.536,1018.4,458.665278,455.252411,-9999,-9999,-9999,,,,
2009,49,54107,42.9033,-70.0371,109,8.9,4.935,32.542,1018.5,459.523104,456.116147,-9999,-9999,-9999,,,,
2009,49,54127,42.9028,-70.0351,109,8.8,4.933,32.533,1018.5,460.459042,457.045321,-9999,-9999,-9999,,,,
2009,49,54147,42.9022,-70.033,109,8.8,4.923,32.53,1018.5,461.129521,457.722557,-9999,-9999,-9999,,,,
2009,49,54167,42.9017,-70.031,109,8.9,4.954,32.58,1018.5,461.580393,458.163116,-9999,-9999,-9999,,,,
2009,49,54187,42.9012,-70.0289,108,8.8,5.045,32.64,1018.5,461.868109,458.412541,-9999,-9999,-9999,,,,
2009,49,54207,42.9006,-70.0269,108,8.8,5.109,32.63,1018.5,462.076413,458.612016,-9999,-9999,-9999,,,,
2009,49,54227,42.9001,-70.0248,109,8.8,5.121,32.606,1018.5,462.196344,458.728658,-9999,-9999,-9999,,,,
2009,49,54247,42.8996,-70.0228,109,8.8,5.114,32.612,1018.5,462.164941,458.6992,-9999,-9999,-9999,,,,
2009,49,54267,42.8991,-70.0207,107,8.8,5.097,32.605,1018.5,462.284249,458.822179,-9999,-9999,-9999,,,,
2009,49,54287,42.8986,-70.0187,107,8.8,5.09,32.601,1018.5,462.501831,459.048098,-9999,-9999,-9999,,,,
2009,49,54307,42.898,-70.0166,109,8.8,5.092,32.593,1018.5,462.808282,459.348454,-9999,-9999,-9999,,,,
2009,49,54327,42.8975,-70.0146,107,8.8,5.086,32.593,1018.5,462.785551,459.339319,-9999,-9999,-9999,,,,
2009,49,54347,42.897,-70.0125,108,8.8,5.082,32.596,1018.5,462.876534,459.418916,-9999,-9999,-9999,,,,
2009,49,54367,42.8965,-70.0105,109,8.7,5.078,32.595,1018.5,463.02194,459.550743,-9999,-9999,-9999,,,,
2009,49,54387,42.896,-70.0085,108,8.7,5.1,32.6,1018.5,463.005372,459.532158,-9999,-9999,-9999,,,,
2009,49,54407,42.8955,-70.0064,107,8.8,5.112,32.589,1018.5,462.765321,459.303992,-9999,-9999,-9999,,,,
2009,49,54427,42.895,-70.0044,108,8.7,5.126,32.62,1018.5,462.371165,458.916632,-9999,-9999,-9999,,,,
2009,49,54447,42.8945,-70.0023,107,8.8,5.147,32.613,1018.5,462.395907,458.932523,-9999,-9999,-9999,,,,
2009,49,54467,42.894,-70.0003,107,8.8,5.159,32.628,1018.5,461.715202,458.265229,-9999,-9999,-9999,,,,
2009,49,54487,42.8935,-69.9982,107,8.8,5.163,32.617,1018.5,461.112457,457.669384,-9999,-9999,-9999,,,,
2009,49,54507,42.893,-69.9961,107,8.8,5.154,32.631,1018.5,460.587766,457.144395,-9999,-9999,-9999,,,,
2009,49,54527,42.8926,-69.9941,107,8.8,5.154,32.62,1018.5,460.269068,456.8008,-9999,-9999,-9999,,,,
2009,49,54547,42.8921,-69.992,107,8.8,5.149,32.621,1018.5,460.038548,456.583993,-9999,-9999,-9999,,,,
2009,49,54567,42.8916,-69.9899,109,8.9,5.166,32.633,1018.5,459.894616,456.440284,-9999,-9999,-9999,,,,
2009,49,54587,42.8911,-69.9879,107,8.8,5.193,32.641,1018.5,459.98725,456.54298,-9999,-9999,-9999,,,,
2009,49,54607,42.8906,-69.9858,109,8.8,5.214,32.645,1018.5,459.976002,456.519159,-9999,-9999,-9999,,,,
2009,49,54627,42.8901,-69.9838,108,8.8,5.231,32.633,1018.6,460.138021,456.693215,-9999,-9999,-9999,,,,
2009,49,54647,42.8896,-69.9817,107,8.8,5.216,32.617,1018.6,460.289261,456.847525,-9999,-9999,-9999,,,,
2009,49,54667,42.8891,-69.9796,107,8.8,5.186,32.618,1018.5,460.630119,457.186624,-9999,-9999,-9999,,,,
2009,49,54687,42.8886,-69.9776,107,8.8,5.162,32.6,1018.5,460.825733,457.376018,-9999,-9999,-9999,,,,
2009,49,54707,42.8881,-69.9755,108,8.9,5.153,32.614,1018.5,460.808746,457.368466,-9999,-9999,-9999,,,,
2009,49,54727,42.8876,-69.9734,107,8.9,5.152,32.617,1018.6,460.833162,457.403734,-9999,-9999,-9999,,,,
2009,49,54747,42.8871,-69.9713,107,8.9,5.154,32.62,1018.6,460.882775,457.454706,-9999,-9999,-9999,,,,
2009,49,54767,42.8866,-69.9693,107,8.9,5.16,32.619,1018.5,460.883708,457.435729,-9999,-9999,-9999,,,,
2009,49,54787,42.8861,-69.9672,108,8.9,5.157,32.627,1018.5,460.653564,457.190382,-9999,-9999,-9999,,,,
2009,49,54807,42.8856,-69.9651,108,8.9,5.168,32.63,1018.5,460.672302,457.217823,-9999,-9999,-9999,,,,
2009,49,54827,42.8851,-69.963,108,8.9,5.178,32.629,1018.5,460.680452,457.221048,-9999,-9999,-9999,,,,
2009,49,54847,42.8845,-69.961,108,8.9,5.184,32.637,1018.5,460.637701,457.178379,-9999,-9999,-9999,,,,
2009,49,54867,42.8841,-69.9589,107,8.9,5.196,32.639,1018.5,460.651091,457.198859,-9999,-9999,-9999,,,,
2009,49,54887,42.8836,-69.9568,107,8.8,5.19,32.629,1018.5,460.631445,457.182326,-9999,-9999,-9999,,,,
2009,49,54907,42.8831,-69.9547,107,8.8,5.205,32.662,1018.5,460.581692,457.119255,-9999,-9999,-9999,,,,
